<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;60;230828;100000;179.29;179.93;178.71;179.01;354606
AAPL;60;230828;110000;179.02;179.12;178.55;178.89;229387
AAPL;60;230828;120000;178.88;179.6;178.745;179.6;153671
AAPL;60;230828;130000;179.61;180.13;179.14;179.34;274738
AAPL;60;230828;140000;179.34;179.85;179.25;179.8;168249
AAPL;60;230828;150000;179.84;180.58;179.74;180.19;495176
AAPL;60;230829;090000;179.69;181.14;179.53;180.91;233046
AAPL;60;230829;100000;180.92;182.67;180.87;182.3;642356
AAPL;60;230829;110000;182.3;183.53;182.29;183.18;274626
AAPL;60;230829;120000;183.2;183.74;183.13;183.55;232802
AAPL;60;230829;130000;183.59;184;183.46;183.71;202043
AAPL;60;230829;140000;183.715;184.54;183.67;184.51;277988
AAPL;60;230829;150000;184.5;184.9;183.87;184.12;606763
AAPL;60;230830;090000;184.94;186.42;184.79;186.37;460282
AAPL;60;230830;100000;186.36;187.67;185.87;186.68;758479
AAPL;60;230830;110000;186.7;187.33;186.2;187.12;243542
AAPL;60;230830;120000;187.15;187.76;187.01;187.43;214639
AAPL;60;230830;130000;187.43;187.59;186.9;187.105;158159
AAPL;60;230830;140000;187.105;187.6;186.65;187.57;286662
AAPL;60;230830;150000;187.57;187.79;187.32;187.67;560610
AAPL;60;230831;090000;187.85;188.5;187.68;188.09;263281
AAPL;60;230831;100000;188.08;188.75;187.665;188.5;311189
AAPL;60;230831;110000;188.49;188.64;188.095;188.225;231606
AAPL;60;230831;120000;188.23;188.48;187.48;187.8;270740
AAPL;60;230831;130000;187.81;188.18;187.74;188.02;198025
AAPL;60;230831;140000;188.02;188.685;187.99;188.51;352719
AAPL;60;230831;150000;188.505;189.12;187.76;187.89;831971
AAPL;60;230901;090000;189.56;189.92;188.32;188.9;363988
AAPL;60;230901;100000;188.92;189.48;188.32;188.4;412483
AAPL;60;230901;110000;188.36;188.89;188.36;188.51;190806
AAPL;60;230901;120000;188.51;189.26;188.49;189.19;189916
AAPL;60;230901;130000;189.17;189.31;188.86;189.17;161012
AAPL;60;230901;140000;189.16;189.19;188.53;188.88;195480
AAPL;60;230901;150000;188.87;189.53;188.76;189.47;387998
AAPL;60;230905;090000;188.25;188.59;187.62;188.03;308368
AAPL;60;230905;100000;188.06;189.31;187.83;189.06;365393
AAPL;60;230905;110000;189.08;189.61;188.98;189.4;196677
AAPL;60;230905;120000;189.42;189.8;189.38;189.64;146743
AAPL;60;230905;130000;189.65;189.68;189.17;189.44;118632
AAPL;60;230905;140000;189.445;189.94;189.32;189.94;166722
AAPL;60;230905;150000;189.94;189.98;189.47;189.68;338045
AAPL;60;230905;160000;189.7;189.71;189.7;189.71;800
AAPL;60;230906;090000;188.43;188.79;186.505;186.53;502928
AAPL;60;230906;100000;186.52;186.52;183.935;184.01;948908
AAPL;60;230906;110000;184.02;184.3;183.53;184.15;371787
AAPL;60;230906;120000;184.16;184.3;182.805;183.12;360078
AAPL;60;230906;130000;183.09;183.4;182.67;182.94;326015
AAPL;60;230906;140000;182.96;183;182.13;182.2;386180
AAPL;60;230906;150000;182.2;183.02;181.47;182.91;925710
AAPL;60;230907;090000;175.16;177.78;173.55;176.22;1500298
AAPL;60;230907;100000;176.23;177.17;175.695;176.71;973460
AAPL;60;230907;110000;176.69;178.21;176.66;176.98;604807
AAPL;60;230907;120000;176.97;177.65;176.65;176.73;354471
AAPL;60;230907;130000;176.72;177.07;175.955;177.02;381444
AAPL;60;230907;140000;177.01;177.39;176.5;177.185;388267
AAPL;60;230907;150000;177.185;178.13;176.78;177.58;729449
AAPL;60;230908;090000;178.35;180.23;178.35;179.04;536978
AAPL;60;230908;100000;179.11;179.85;178.94;178.94;446474
AAPL;60;230908;110000;178.9;180.19;178.71;179.55;449729
AAPL;60;230908;120000;179.55;179.98;179.22;179.59;317590
AAPL;60;230908;130000;179.61;179.91;179.27;179.7;224407
AAPL;60;230908;140000;179.7;179.89;178.03;178.205;436387
AAPL;60;230908;150000;178.19;178.41;177.8;178.12;516257
AAPL;60;230911;090000;180.075;180.29;177.48;178.01;473433
AAPL;60;230911;100000;178.01;178.33;177.34;177.81;482617
AAPL;60;230911;110000;177.78;178.94;177.76;178.42;296010
AAPL;60;230911;120000;178.42;178.85;178.26;178.66;217710
AAPL;60;230911;130000;178.67;179.4;178.56;179.245;165138
AAPL;60;230911;140000;179.28;179.675;179.05;179.66;168366
AAPL;60;230911;150000;179.67;179.945;179.17;179.38;472268
AAPL;60;230912;090000;179.49;180.13;178.46;178.74;336156
AAPL;60;230912;100000;178.7;178.72;176.24;176.35;595155
AAPL;60;230912;110000;176.34;177.11;176.25;176.7;327717
AAPL;60;230912;120000;176.69;177.25;176.4;176.95;262620
AAPL;60;230912;130000;176.98;177.87;175.46;176.36;646540
AAPL;60;230912;140000;176.39;176.77;174.84;175.33;886367
AAPL;60;230912;150000;175.32;176.46;175.01;176.31;721108
AAPL;60;230913;090000;176.5;177.28;174.59;175.8;578955
AAPL;60;230913;100000;175.81;175.88;174.08;174.76;516172
AAPL;60;230913;110000;174.735;175.77;174.67;175.73;354390
AAPL;60;230913;120000;175.745;176.22;175.27;175.57;262831
AAPL;60;230913;130000;175.57;175.73;175.1;175.17;212892
AAPL;60;230913;140000;175.17;175.26;174.36;174.71;341098
AAPL;60;230913;150000;174.72;175.19;173.98;174.2;829840
AAPL;60;230914;090000;174;175.63;173.61;175.36;399087
AAPL;60;230914;100000;175.39;175.57;174.33;175.25;456259
AAPL;60;230914;110000;175.25;175.76;174.83;175.5;270345
AAPL;60;230914;120000;175.51;176;175.02;175.86;350830
AAPL;60;230914;130000;175.85;176.04;175.47;175.75;200802
AAPL;60;230914;140000;175.69;175.89;175.31;175.74;228294
AAPL;60;230914;150000;175.73;176.09;175.56;175.7;460840
AAPL;60;230914;160000;175.71;175.73;175.71;175.73;500
AAPL;60;230915;090000;176.43;176.43;174.69;174.99;463881
AAPL;60;230915;100000;175;175.37;174.55;174.57;607890
AAPL;60;230915;110000;174.57;175.15;174.525;174.97;358923
AAPL;60;230915;120000;174.98;175.15;174.675;174.99;229914
AAPL;60;230915;130000;174.99;175.035;173.82;174.25;311134
AAPL;60;230915;140000;174.27;174.62;174.16;174.37;332501
AAPL;60;230915;150000;174.37;175.11;174.14;174.93;585265
AAPL;60;230918;090000;176.5;178.98;176.17;177.04;732560
AAPL;60;230918;100000;177.02;177.61;176.45;177.13;482053
AAPL;60;230918;110000;177.13;178.31;177.09;178.27;243504
AAPL;60;230918;120000;178.3;179.18;178.13;178.87;252924
AAPL;60;230918;130000;178.86;179.38;178.74;179.03;226549
AAPL;60;230918;140000;179.01;179.22;178.43;178.61;205856
AAPL;60;230918;150000;178.595;178.75;177.78;177.99;470513
AAPL;60;230919;090000;177.59;178.67;177.33;177.56;431817
AAPL;60;230919;100000;177.615;177.91;177.14;177.22;335436
AAPL;60;230919;110000;177.22;178.12;177.17;178.06;189747
AAPL;60;230919;120000;178.07;178.22;177.63;178.175;158266
AAPL;60;230919;130000;178.2;179.16;178.15;179.09;238846
AAPL;60;230919;140000;179.1;179.61;178.91;178.91;245484
AAPL;60;230919;150000;178.9;179.42;178.75;179.09;339384
AAPL;60;230919;160000;179.1;179.1;179.1;179.1;200
AAPL;60;230920;090000;179.29;179.67;177.99;178.4;346210
AAPL;60;230920;100000;178.41;178.42;177.265;177.41;418708
AAPL;60;230920;110000;177.42;177.57;176.87;177.55;271742
AAPL;60;230920;120000;177.56;177.76;177.33;177.72;107639
AAPL;60;230920;130000;177.71;177.79;177.18;177.79;137792
AAPL;60;230920;140000;177.79;177.79;176.58;177.14;602005
AAPL;60;230920;150000;177.13;177.31;175.46;175.49;628835
AAPL;60;230920;160000;175.48;175.49;175.48;175.49;300
AAPL;60;230921;090000;174.52;176.04;174.52;174.66;464658
AAPL;60;230921;100000;174.68;176.28;174.64;175.41;545658
AAPL;60;230921;110000;175.41;175.69;174.82;175.4;289450
AAPL;60;230921;120000;175.38;175.42;174.87;174.87;240964
AAPL;60;230921;130000;174.88;175.53;174.88;175.34;223797
AAPL;60;230921;140000;175.37;175.37;174.53;174.65;210533
AAPL;60;230921;150000;174.66;174.8;173.86;173.94;540830
AAPL;60;230922;090000;174.61;174.895;174.06;174.87;284365
AAPL;60;230922;100000;174.91;176.54;174.59;176.47;513583
AAPL;60;230922;110000;176.49;176.61;175.94;176.14;317963
AAPL;60;230922;120000;176.16;177.07;175.98;176.66;377126
AAPL;60;230922;130000;176.67;176.72;175.15;175.33;293540
AAPL;60;230922;140000;175.36;175.55;174.82;175.29;243288
AAPL;60;230922;150000;175.28;175.98;174.64;174.74;452150
AAPL;60;230925;090000;174.19;175.505;174.15;175.34;326674
AAPL;60;230925;100000;175.36;175.54;174.23;174.9;374469
AAPL;60;230925;110000;174.88;176.52;174.88;176.02;412475
AAPL;60;230925;120000;176.06;176.97;175.89;176.29;248149
AAPL;60;230925;130000;176.27;176.8;175.88;176.27;200815
AAPL;60;230925;140000;176.27;176.36;175.48;175.55;225762
AAPL;60;230925;150000;175.555;176.14;174.98;176.1;403751
AAPL;60;230926;090000;174.82;175.2;172.93;173.06;500684
AAPL;60;230926;100000;173.04;173.65;172.48;172.78;568466
AAPL;60;230926;110000;172.77;173.17;172.42;172.86;309127
AAPL;60;230926;120000;172.87;173.36;172.53;173.21;193009
AAPL;60;230926;130000;173.22;173.52;172.56;172.8;225839
AAPL;60;230926;140000;172.79;172.86;172.04;172.26;260968
AAPL;60;230926;150000;172.24;172.35;171.67;171.92;660124
AAPL;60;230927;090000;172.58;173.02;171.48;171.52;374942
AAPL;60;230927;100000;171.51;171.65;170.27;170.43;601906
AAPL;60;230927;110000;170.39;171.14;170.03;170.4;356417
AAPL;60;230927;120000;170.4;170.41;169.65;169.95;381336
AAPL;60;230927;130000;169.97;170.19;169.05;169.52;379656
AAPL;60;230927;140000;169.54;170.67;169.2;170.19;381542
AAPL;60;230927;150000;170.2;170.96;169.765;170.42;774544
AAPL;60;230928;090000;169.48;169.78;167.65;169.6;630226
AAPL;60;230928;100000;169.61;170.27;168.7;170.23;480308
AAPL;60;230928;110000;170.26;171.61;169.8;171.6;412989
AAPL;60;230928;120000;171.62;172.025;171.04;171.12;291971
AAPL;60;230928;130000;171.15;171.52;170.44;170.85;261457
AAPL;60;230928;140000;170.87;171.16;170.31;170.75;221111
AAPL;60;230928;150000;170.75;171.67;170.44;170.68;474278
AAPL;60;230929;090000;171.95;172.8;171.78;172.68;349494
AAPL;60;230929;100000;172.73;173.07;172.05;172.43;395967
AAPL;60;230929;110000;172.44;172.73;171.59;171.96;347650
AAPL;60;230929;120000;171.94;172.09;171.17;171.33;211285
AAPL;60;230929;130000;171.32;171.32;170.65;170.65;232754
AAPL;60;230929;140000;170.63;171.55;170.35;171.55;355533
AAPL;60;230929;150000;171.55;171.9;170.77;171.19;531226
AAPL;60;231002;090000;171.22;173.25;170.93;172.91;418669
AAPL;60;231002;100000;172.91;174.03;172.82;173;634559
AAPL;60;231002;110000;173.01;174.29;172.91;173.08;377403
AAPL;60;231002;120000;173.07;173.53;172.83;173.2;238948
AAPL;60;231002;130000;173.18;173.57;172.73;173.13;232552
AAPL;60;231002;140000;173.12;173.71;172.62;172.89;244667
AAPL;60;231002;150000;172.88;173.78;172.54;173.78;479940
AAPL;60;231003;090000;172.27;173.63;172.27;173.26;276582
AAPL;60;231003;100000;173.28;173.28;170.83;171.5;633953
AAPL;60;231003;110000;171.5;171.97;171.36;171.75;292032
AAPL;60;231003;120000;171.76;172.68;171.695;172.55;284937
AAPL;60;231003;130000;172.55;172.805;171.76;171.98;188586
AAPL;60;231003;140000;171.97;172.39;171.56;172.23;205054
AAPL;60;231003;150000;172.25;172.52;171.78;172.47;566209
AAPL;60;231004;090000;171.02;172.69;171;172.49;324875
AAPL;60;231004;100000;172.48;173.48;171.88;172.46;639699
AAPL;60;231004;110000;172.44;173.14;172.14;173.13;336570
AAPL;60;231004;120000;173.15;173.29;172.81;173.11;202643
AAPL;60;231004;130000;173.11;173.12;172.47;172.53;255540
AAPL;60;231004;140000;172.5;173.13;172.36;173.08;233582
AAPL;60;231004;150000;173.09;174.2;173.03;173.64;656653
AAPL;60;231005;090000;173.8;174.39;173.45;173.87;296982
AAPL;60;231005;100000;173.87;173.87;172.68;173;432423
AAPL;60;231005;110000;172.97;173.83;172.84;173.49;306856
AAPL;60;231005;120000;173.48;174.03;173.37;173.94;222029
AAPL;60;231005;130000;173.92;175.03;173.65;174.895;417835
AAPL;60;231005;140000;174.89;175.44;174.76;175.33;325554
AAPL;60;231005;150000;175.34;175.38;174.84;174.98;426159
AAPL;60;231006;090000;173.8;175.06;173.18;174.03;418786
AAPL;60;231006;100000;174.03;175.24;173.35;175.13;551176
AAPL;60;231006;110000;175.16;176.84;175.09;176.78;560811
AAPL;60;231006;120000;176.8;177.04;176.32;176.81;333087
AAPL;60;231006;130000;176.81;177.39;176.69;177.28;280457
AAPL;60;231006;140000;177.25;177.7;177.135;177.53;277721
AAPL;60;231006;150000;177.54;177.99;177.41;177.49;546054
AAPL;60;231009;090000;176.7;177.29;175.81;177.16;301394
AAPL;60;231009;100000;177.19;177.35;176.21;176.38;297950
AAPL;60;231009;110000;176.35;177.22;176.2;177.14;210655
AAPL;60;231009;120000;177.2;178.07;177.18;177.6;195132
AAPL;60;231009;130000;177.61;178.78;177.57;178.72;210397
AAPL;60;231009;140000;178.74;179.04;178.43;178.88;283837
AAPL;60;231009;150000;178.88;179.04;178.67;179;412705
AAPL;60;231010;090000;178.12;179.15;178.12;178.64;248412
AAPL;60;231010;100000;178.63;179.43;178.36;179.31;376088
AAPL;60;231010;110000;179.33;179.67;179.14;179.56;328113
AAPL;60;231010;120000;179.54;179.71;179.36;179.52;146907
AAPL;60;231010;130000;179.5;179.5;178.05;178.26;363218
AAPL;60;231010;140000;178.27;178.63;177.96;178.175;319108
AAPL;60;231010;150000;178.18;178.9;178.07;178.41;644957
AAPL;60;231011;090000;178.2;178.95;177.61;177.91;372932
AAPL;60;231011;100000;177.935;179.27;177.67;179.12;597121
AAPL;60;231011;110000;179.11;179.31;178.45;178.71;332486
AAPL;60;231011;120000;178.66;178.74;178.27;178.62;227293
AAPL;60;231011;130000;178.63;178.72;178.33;178.63;188272
AAPL;60;231011;140000;178.62;179.37;178.6;179.085;360668
AAPL;60;231011;150000;179.07;179.85;179.04;179.75;540999
AAPL;60;231012;090000;180.07;180.99;179.84;180.94;351878
AAPL;60;231012;100000;180.96;182.14;180.82;182.06;835980
AAPL;60;231012;110000;182.07;182.33;181.51;181.94;456743
AAPL;60;231012;120000;181.94;182.29;181.8;181.97;316185
AAPL;60;231012;130000;181.92;182.04;179.96;179.99;530277
AAPL;60;231012;140000;180.05;180.11;179.05;179.8;443212
AAPL;60;231012;150000;179.82;180.81;179.735;180.73;628693
AAPL;60;231013;090000;181.37;181.92;180.93;181.22;287495
AAPL;60;231013;100000;181.15;181.21;179.38;179.62;427501
AAPL;60;231013;110000;179.62;179.68;178.47;178.615;410731
AAPL;60;231013;120000;178.6;179.45;178.54;179.06;260804
AAPL;60;231013;130000;179.03;179.09;178.14;178.82;382611
AAPL;60;231013;140000;178.81;179.53;178.71;179.34;364928
AAPL;60;231013;150000;179.35;179.74;178.52;178.885;550811
AAPL;60;231016;090000;176.75;178.36;176.51;177.83;495445
AAPL;60;231016;100000;177.87;178.82;177.35;178.81;452124
AAPL;60;231016;110000;178.82;179.06;178.03;178.03;279325
AAPL;60;231016;120000;178.04;178.05;177.28;177.55;268042
AAPL;60;231016;130000;177.55;178.21;176.86;178.15;360588
AAPL;60;231016;140000;178.15;178.54;177.83;178.53;250552
AAPL;60;231016;150000;178.53;178.995;178.28;178.67;667872
AAPL;60;231017;090000;176.68;176.98;174.81;175.35;699995
AAPL;60;231017;100000;175.34;177.22;175.32;176.66;525447
AAPL;60;231017;110000;176.68;177.84;176.5;177.72;361501
AAPL;60;231017;120000;177.73;178.42;177.64;178.19;357209
AAPL;60;231017;130000;178.2;178.35;176.96;177.16;298104
AAPL;60;231017;140000;177.18;177.53;176.37;176.63;353540
AAPL;60;231017;150000;176.62;177.21;176.45;177.15;548131
AAPL;60;231018;090000;175.48;176.63;175.43;176.59;401938
AAPL;60;231018;100000;176.58;177.56;175.76;176.15;600852
AAPL;60;231018;110000;176.12;177.4;176.12;177.02;355072
AAPL;60;231018;120000;177.02;177.52;176.27;176.38;320032
AAPL;60;231018;130000;176.41;177.36;176.22;176.74;324964
AAPL;60;231018;140000;176.75;177.13;176.23;176.42;287600
AAPL;60;231018;150000;176.43;176.43;175.11;175.8;628024
AAPL;60;231018;160000;175.83;175.83;175.83;175.83;200
AAPL;60;231019;090000;176;176.85;175.86;176.85;295805
AAPL;60;231019;100000;176.85;177.32;176.16;176.465;523228
AAPL;60;231019;110000;176.46;176.71;175.64;176.48;375318
AAPL;60;231019;120000;176.47;177.76;175.46;177.07;726140
AAPL;60;231019;130000;177.09;177.84;176.56;176.78;458432
AAPL;60;231019;140000;176.76;177.015;175.52;175.62;426362
AAPL;60;231019;150000;175.63;176.05;175.2;175.45;704872
AAPL;60;231020;090000;175.31;175.41;174.67;175.12;416303
AAPL;60;231020;100000;175.09;175.31;173.35;173.35;708112
AAPL;60;231020;110000;173.35;173.68;172.645;173.63;552930
AAPL;60;231020;120000;173.65;174.36;173.43;174.31;361125
AAPL;60;231020;130000;174.32;174.72;173.89;174.3;423123
AAPL;60;231020;140000;174.3;174.39;173.255;173.52;346604
AAPL;60;231020;150000;173.515;173.75;172.81;172.86;626738
AAPL;60;231023;090000;170.91;171.67;169.935;171.385;654083
AAPL;60;231023;100000;171.35;172.22;171.09;172.21;480820
AAPL;60;231023;110000;172.22;172.98;172.04;172.59;322753
AAPL;60;231023;120000;172.6;173.61;172.29;173.6;312574
AAPL;60;231023;130000;173.61;174.01;173.12;173.52;309647
AAPL;60;231023;140000;173.51;173.81;173.14;173.51;286625
AAPL;60;231023;150000;173.5;173.72;172.73;172.96;608565
AAPL;60;231024;090000;173.03;173.3;171.97;172.77;418364
AAPL;60;231024;100000;172.74;172.89;171.83;172.54;429981
AAPL;60;231024;110000;172.545;172.77;172.14;172.74;301691
AAPL;60;231024;120000;172.74;173;171.47;171.76;287226
AAPL;60;231024;130000;171.75;172.36;171.7;172.11;186488
AAPL;60;231024;140000;172.09;173.17;172.06;173.1;233677
AAPL;60;231024;150000;173.13;173.67;173.05;173.4;501423
AAPL;60;231025;090000;171.86;172;170.97;171.28;281035
AAPL;60;231025;100000;171.27;172.955;170.83;172.14;574084
AAPL;60;231025;110000;172.15;173.05;171.72;171.735;400135
AAPL;60;231025;120000;171.7;172;171.34;171.92;280780
AAPL;60;231025;130000;171.92;172.05;170.78;171.16;314114
AAPL;60;231025;140000;171.12;171.61;170.94;171.1;243075
AAPL;60;231025;150000;171.08;171.43;170.65;171.1;564534
AAPL;60;231026;090000;170.37;171.37;169.39;169.81;469166
AAPL;60;231026;100000;169.78;170.02;167.89;168.3;785553
AAPL;60;231026;110000;168.315;168.4;166.53;167.27;569791
AAPL;60;231026;120000;167.26;167.3;165.955;166.07;421690
AAPL;60;231026;130000;166.07;166.88;165.68;166.76;358143
AAPL;60;231026;140000;166.775;167.7;166.7;167.7;416208
AAPL;60;231026;150000;167.67;167.93;166.38;166.75;778710
AAPL;60;231027;090000;166.91;168.41;166.89;167.89;465409
AAPL;60;231027;100000;167.88;168.75;167.4;168.43;545785
AAPL;60;231027;110000;168.445;168.96;168.04;168.36;332743
AAPL;60;231027;120000;168.34;168.48;167.3;167.42;217419
AAPL;60;231027;130000;167.425;167.91;166.83;167.64;426329
AAPL;60;231027;140000;167.64;168.23;167.31;167.61;498524
AAPL;60;231027;150000;167.61;168.34;167.49;168.29;586732
AAPL;60;231030;090000;169.03;171.16;168.9;170.615;490997
AAPL;60;231030;100000;170.67;170.89;169.22;169.43;598686
AAPL;60;231030;110000;169.46;170.19;169.43;169.93;304164
AAPL;60;231030;120000;169.92;170;169.07;169.38;262196
AAPL;60;231030;130000;169.38;170.4;169.19;170.29;281300
AAPL;60;231030;140000;170.28;170.81;170.14;170.47;258612
AAPL;60;231030;150000;170.5;170.67;169.845;170.23;642258
AAPL;60;231031;090000;169.35;169.45;167.92;168.56;286182
AAPL;60;231031;100000;168.51;169.865;168.32;169.71;370528
AAPL;60;231031;110000;169.73;169.8;168.85;169.76;287948
AAPL;60;231031;120000;169.74;170.07;169.27;170;255023
AAPL;60;231031;130000;170.03;170.74;169.775;170.62;282775
AAPL;60;231031;140000;170.65;170.74;169.96;170.53;219460
AAPL;60;231031;150000;170.55;170.9;170.385;170.79;391039
AAPL;60;231101;090000;170.98;171.52;170.13;171.08;295473
AAPL;60;231101;100000;171.11;172.07;170.79;171.47;434754
AAPL;60;231101;110000;171.45;172;171;171.95;256052
AAPL;60;231101;120000;171.91;172.17;171.62;172.01;145125
AAPL;60;231101;130000;172.035;172.37;171.78;172.19;191595
AAPL;60;231101;140000;172.2;173.27;171.91;173.2;648961
AAPL;60;231101;150000;173.24;174.225;173.18;173.93;912186
AAPL;60;231102;090000;175.52;176.78;175.47;176.35;486313
AAPL;60;231102;100000;176.36;177.53;176.12;177.44;581896
AAPL;60;231102;110000;177.44;177.65;176.44;176.8;470237
AAPL;60;231102;120000;176.82;177.31;176.41;176.98;337468
AAPL;60;231102;130000;176.96;177.61;176.78;177.28;272430
AAPL;60;231102;140000;177.3;177.5;177.1;177.46;354627
AAPL;60;231102;150000;177.46;177.78;177.175;177.78;936038
AAPL;60;231103;090000;174.25;176.39;173.36;175.37;1078718
AAPL;60;231103;100000;175.38;175.93;174.46;175.73;779327
AAPL;60;231103;110000;175.725;175.79;174.61;175.43;380196
AAPL;60;231103;120000;175.44;176.49;175.31;176.26;384086
AAPL;60;231103;130000;176.2;176.41;175.18;175.57;279528
AAPL;60;231103;140000;175.56;176.23;175.08;176.11;251286
AAPL;60;231103;150000;176.11;176.82;175.86;176.62;559690
AAPL;60;231106;090000;176.4;178.75;176.21;178.58;639834
AAPL;60;231106;100000;178.61;179.05;177.91;178.745;439437
AAPL;60;231106;110000;178.76;179.425;178.74;179.27;322127
AAPL;60;231106;120000;179.25;179.25;178.64;178.89;201487
AAPL;60;231106;130000;178.88;178.88;178.02;178.37;243376
AAPL;60;231106;140000;178.36;179.21;178.13;179.21;231703
AAPL;60;231106;150000;179.2;179.32;178.7;179.32;512473
AAPL;60;231107;090000;179.23;180.53;178.98;180.2;485398
AAPL;60;231107;100000;180.2;181.27;180.14;181.23;546276
AAPL;60;231107;110000;181.22;181.63;181.09;181.47;368995
AAPL;60;231107;120000;181.48;181.58;180.53;181.58;442899
AAPL;60;231107;130000;181.58;182.44;181.53;182.38;415886
AAPL;60;231107;140000;182.37;182.43;181.91;182.04;217906
AAPL;60;231107;150000;182.05;182.34;181.56;181.88;718063
AAPL;60;231108;090000;182.35;183.44;182.2;182.97;435303
AAPL;60;231108;100000;182.97;183.32;182.29;182.59;481581
AAPL;60;231108;110000;182.58;182.84;182.005;182.02;278245
AAPL;60;231108;120000;182.01;182.28;181.59;182.16;246246
AAPL;60;231108;130000;182.14;182.74;182.02;182.59;194057
AAPL;60;231108;140000;182.57;182.88;182.38;182.42;221431
AAPL;60;231108;150000;182.48;183.01;182.41;182.89;508521
AAPL;60;231109;090000;182.95;183.54;182.72;183.29;371928
AAPL;60;231109;100000;183.3;183.41;182.48;183.35;382255
AAPL;60;231109;110000;183.35;184.11;183.34;183.97;423145
AAPL;60;231109;120000;183.97;184.01;183.51;183.94;187186
AAPL;60;231109;130000;183.93;183.97;182.69;183.12;405984
AAPL;60;231109;140000;183.11;183.11;182.17;182.36;409575
AAPL;60;231109;150000;182.36;182.48;181.81;182.42;686660
AAPL;60;231110;090000;183.97;184.78;183.69;184.19;503988
AAPL;60;231110;100000;184.17;184.49;183.54;184.31;465088
AAPL;60;231110;110000;184.33;184.94;184.3;184.73;296493
AAPL;60;231110;120000;184.68;185.43;184.67;185.29;387058
AAPL;60;231110;130000;185.27;185.83;185.16;185.75;350765
AAPL;60;231110;140000;185.75;185.97;185.555;185.58;302760
AAPL;60;231110;150000;185.58;186.56;185.58;186.38;627023
AAPL;60;231113;090000;185.79;186.03;184.28;184.6;359172
AAPL;60;231113;100000;184.6;184.95;184.21;184.67;378600
AAPL;60;231113;110000;184.645;185.14;184.645;184.79;280470
AAPL;60;231113;120000;184.8;184.89;184.42;184.82;202796
AAPL;60;231113;130000;184.81;184.99;184.46;184.72;128542
AAPL;60;231113;140000;184.73;185.01;184.61;184.96;142439
AAPL;60;231113;150000;184.91;185.07;184.63;184.76;413430
AAPL;60;231114;090000;187.7;187.71;186.31;187.27;560073
AAPL;60;231114;100000;187.26;187.51;186.86;187.02;409882
AAPL;60;231114;110000;187.03;187.15;186.42;186.68;250868
